,id,type,time,author,author_id,re_tweeter,associated_tweet,,links,hashtags,mentions,reply_count,favorite_count,retweet_count,lang,text_raw,textblob_generated,manual_entered,text
10,1.14E+18,tweet,1.56E+12,Arthwrites,119335688,,1.14E+18,,[],"['#ShahidKapoor', '#KabirSingh']",[],0,5,0,en,would thought giving lot average films would turn image prove experts wrong happy  ,positive,positive,Who would have thought after giving a lot of average films he would turn his image and prove all the experts wrong.Happy for  ShahidKapoor and  KabirSingh
11,1.14E+18,tweet,1.56E+12,Bidisha_wander,4314828922,,1.14E+18,,[],[],[],0,0,1,en,lots people across different social media platforms posting  kabir singh mood  if mood  beware people's mood now  one willing spend 150-300 rupees watch  mood  movies theatres  know exactly wrong society ,negative,negative,"Lots of people across different social media platforms are posting ""Kabir Singh is mood"".If that is mood (beware of people's mood now) and where one is willing to spend 150-300 rupees to watch such ""mood"" movies in theatres, we know exactly what is wrong with our society."
12,1.14E+18,tweet,1.56E+12,angry_rantman,9.40E+17,,1.14E+18,,[],[],[],6,82,2,en,jai jai reddy sandeep reddy       kabir singh inspiration     true rebel         obsessed achieve goal  girl ,negative,positive,Jai jai reddy sandeep Reddy....!!!Kabir singh is an inspiration.... A true rebel....!!!! Obsessed to achieve his goal (girl)
13,1.14E+18,tweet,1.56E+12,rahulp94,59414662,,1.14E+18,,[],['#KabirSingh'],['@sonamohapatra'],0,5,0,en, there’s reason kabir singh reel rated  people mature enough know not follow  aren’t  movie not change mindset rather than criticising everything around  learn appreciate good work  hypocrite  ,positive,positive," sonamohapatra There’s a reason Kabir Singh is reel and A rated, people are mature enough to know what not to follow. Those who aren’t, a movie won't change their mindset.Rather than criticising everything around, learn to appreciate good work. Hypocrite.  KabirSingh"
14,1.14E+18,tweet,1.56E+12,Amr1ta,72663390,,1.14E+18,,[],"['#KabirSingh', '#ShahidKapoor']",['@shahidkapoor'],0,60,12,en,major problems  cannot deny consumed  throughout every minute film  incredible kabir  no matter issues  inescapable fact  performance  hated him    loved him  ,positive,positive,"I had major problems with  KabirSingh but I cannot deny that I was consumed by  shahidkapoor throughout every minute of the film. He was incredible as Kabir. No matter the issues, this is inescapable fact. What a performance! I hated him... but I loved him!  ShahidKapoor"
15,1.14E+18,tweet,1.56E+12,erripushpam05,8.50E+17,,1.14E+18,,[],[],[],0,0,0,en,hence title “kabir singh”,neutral,neutral,hence the title “Kabir Singh”
16,1.14E+18,tweet,1.56E+12,avinashrishi55,148727696,,1.14E+18,,[],['#KabirSingh'],[],0,46,4,en,said movie influences people  seen 3 idiots still useless before  decide want be  not ,negative,neutral,"Who said movie influences people, I have seen 3 idiots and I'm still as useless as I was before. It is you who decide what you want to be. Don't   me  KabirSingh"
17,1.14E+18,tweet,1.56E+12,pankajapawar17,49022037,,1.14E+18,,[],"['#KabirSingh', '#ArjunReddy']",[],2,9,0,en,honestly not understand criticism got kabir singh not arjun reddy  god damn story  literally  ,negative,positive,"Honestly don't understand why such criticism got Kabir Singh and not for Arjun Reddy. It's the same god damn story, literally  KabirSingh  ArjunReddy"
18,1.14E+18,tweet,1.56E+12,guru14859307,2407470120,,1.14E+18,,[],[],"['@Advani_Kiara', '@shahidkapoor']",0,0,0,en, hi went see kabir singh last night london omg  such wonderful movie  u killed  and  never seen soooooo good   l not believe  thank,positive,positive,Advani_Kiara hi how are  I went to see kabir singh  last night in london . OMG..such a wonderful  movie..u have killed it .and  shahidkapoor never seen him before soooooo good ..l can't believe  it .thank u .
19,1.14E+18,tweet,1.56E+12,Mario94945113,9.84E+17,,1.14E+18,,[],[],['@shahidkapoor'],0,0,0,en, kabir singh friend dubbed movie arjun reddy movie copied even poster copied laughing loud,positive,neutral,shahidkapoor KaBir Singh yaar dats d dubbed movie Arjun Reddy movie copied even poster too copied lol
20,1.14E+18,tweet,1.56E+12,dna,17710740,,1.14E+18,,['https://t.co/4i8RZWMj17'],[],[],0,13,0,en,kabir singh' box office report day 2  shahid kapoor-kiara advani starrer stands tall despite ind vs afg world cup clash ,neutral,neutral,Kabir Singh' Box Office Report day 2: Shahid Kapoor-Kiara Advani starrer stands tall despite Ind vs Afg World Cup clash
21,1.14E+18,tweet,1.56E+12,Jaiswalprat,704749976,,1.14E+18,,['https://t.co/goreSwjhJo'],['#KabirSingh'],[],1,12,2,en,screentime than actress in ,neutral,neutral,This had more screentime than the actress in KabirSingh pic.twitter.com/goreSwjhJo
22,1.14E+18,tweet,1.56E+12,shekhsalman18,7.81E+17,,1.14E+18,,['https://t.co/Khm1ml4lGE'],[],['@shahidkapoor'],0,3,0,en,love brother  best seen acting long brother great pleasure watch kabir singh ,positive,positive,Love you brother  shahidkapoor  u r the best  i have seen ur acting after a long bhai great pleasure to watch kabir singh pic.twitter.com/Khm1ml4lGE
23,1.14E+18,tweet,1.56E+12,brokeandboredd,8.84E+17,,1.14E+18,,[],[],[],2,1,0,en,tbh not seen movie kabir singh trailer get about  everyone angry totally okay show 'you' netflix  movies made anything want  toxic not choice not like not watch,neutral,neutral,Tbh I haven't seen the movie Kabir Singh but by the trailer I get what it is about. Why is everyone so angry over it and were totally okay with the show 'You' on Netflix. Movies can be made on anything they want. If it's toxic or not their choice if you don't like it don't watch
24,1.14E+18,tweet,1.56E+12,Divyans74463916,9.76E+17,,1.14E+18,,['https://t.co/O799KLFdHK'],"['#kabirsingh', '#pvr', '#love', '#friends', '#schoolfriends', '#instagram', '#pic']",[],0,0,0,en,chilling sunday morning old gold school friend       chill maro friend sehat ke liya acha hota he   eek chammach subah aur eek saam        …,negative,neutral,Just chilling on sunday morning with old and gold school friend.......CHILL MARO YAAR SEHAT KE LIYA ACHA HOTA HE...eek chammach subah aur eek saam kabirsingh  pvr  love  friends  schoolfriends  instagram  pic…   …
25,1.14E+18,tweet,1.56E+12,AzanMriza,241084050,,1.14E+18,,[],"['#kabirSingh', '#ArjunReddy', '#bollywood']",[],0,3,0,en, tagged misogynistic  tone deaf  promoting toxic masculinity sexiest  celebrated reason   made movie blockbuster kabir singh exist  stop complaining now  ,positive,positive,"Why is  kabirSingh being tagged as misogynistic, tone deaf, promoting toxic masculinity and sexiest when  ArjunReddy was celebrated for the same reason?? You did made that movie a blockbuster for Kabir Singh to exist, so stop complaining now.  bollywood"
26,1.14E+18,tweet,1.56E+12,nayanmaharjan3,9.51E+17,,1.14E+18,,['https://t.co/EHhB69ejEx'],[],[],0,0,0,en,liked youtube  kabir singh – official trailer shahid kapoor  kiara advani sandeep reddy vanga 21st june 2019 ,positive,positive,"Liked on YouTube: Kabir Singh – Official Trailer | Shahid Kapoor, Kiara Advani | Sandeep Reddy Vanga | 21st June 2019  "
27,1.14E+18,tweet,1.56E+12,LifeFlip180,614206123,,1.14E+18,,[],"['#KabirSingh', '#Kaira', '#Kabir']",['@shahidkapoor'],0,4,1,en, brilliant performance  every frame movie nailed it   played role well  real hero movie ,positive,positive,KabirSingh What a brilliant performance  shahidkapoor . Every frame of movie you just nailed it.   Kaira played her role very well. But the real hero of the movie is  Kabir.
28,1.14E+18,tweet,1.56E+12,ShivMdi,190294859,,1.14E+18,,[],"['#KabirSingh', '#GameOver', '#lifegoals']",[],0,1,0,en,need friend like shiva maid like kalamma  life eternal bliss   ,neutral,positive,I need a friend like Shiva and a maid like Kalamma. And my life will be an eternal bliss.  KabirSingh  GameOver. lifegoals
29,1.14E+18,tweet,1.56E+12,bimlesh2591990,489688001,,1.14E+18,,[],"['#KabirSingh', '#GullyBoy', '#3idiots', '#humaapkehainkaun', '#ddlj']","['@shahidkapoor', '@iamsrk', '@BeingSalmanKhan', '@amirkingkhan', '@shahidkapoor', '@RanveerOfficial']",0,1,0,en, todays superstar-1   future super duperstar-1     ,positive,positive,shahidkapoor Todays superstar-1. iamsrk2. BeingSalmanKhan3. amirkingkhanToday &Future super duperstar-1. shahidkapoor2. RanveerOfficial3.guesss????? KabirSingh  GullyBoy  3idiots  humaapkehainkaun  ddlj
30,1.14E+18,tweet,1.56E+12,mindless_retard,493291590,,1.14E+18,,[],[],[],0,1,0,en,bollywood really celebrating kabir singh  seems like message lost translation boys  point not like ok ,positive,negative,Is Bollywood really celebrating Kabir Singh? Seems like the message is lost In translation Boys: point is to NOT BE like that ok?
31,1.14E+18,tweet,1.56E+12,nehakukreti09,144114613,,1.14E+18,,[],['#KabirSingh'],['@shahidkapoor'],0,3,2,en, nailed itfantastic performance big round applause must watch film ,negative,positive,shahidkapoor you nailed itfantastic performance a big round of applause KabirSingh must watch film.
32,1.14E+18,tweet,1.56E+12,getalife108,1.05E+18,,1.14E+18,,[],[],[],1,0,0,en,not seen godfather toosorry friend  feel need not wait quantification  matters done part not  eg if maker kabir singh want balance creative liberty responsiblty      ,positive,positive,"I havnt seen godfather toosorry yaar. But i feel we needn't wait for quantification, what matters is have i done my part or not. Eg,if u were the maker if Kabir singh nd want to balance out my creative liberty nd responsiblty......"
33,1.14E+18,tweet,1.56E+12,samthalari,56115090,,1.14E+18,,['https://t.co/YbWKrDVOLf'],[],[],0,0,0,en,i’m glad sandeep vanga made remake  which opened greater reach greater criticism  not kabir singh this     …,positive,positive,"I’m glad Sandeep Vanga made this remake, which opened to greater reach and greater criticism. If not for Kabir Singh this...   …"
34,1.14E+18,tweet,1.56E+12,urstruIychandu,1080060080,,1.14E+18,,[],[],[],0,0,0,en,said no outrage  u seen telugu news channels time  there huge outrage debates channels helped movie promotions  i see no debates kabir singh hindi/english news channels  ,positive,positive,who said there was no outrage..u should have seen our telugu news channels at that time..there was a huge outrage & debates on channels that helped movie promotions..i see no debates on kabir singh on hindi/english news channels..
35,1.14E+18,tweet,1.56E+12,shauryasarin,99126714,,1.14E+18,,['https://t.co/mt5uU6h82J'],['#kabirsingh'],"['@shahidkapoor', '@Advani_Kiara']",0,7,2,en,watched      loved    kaminey favourite movie  kabir singh shahid sir rockss    love     wanna watch movie everything awesome kabir singh ,positive,positive,Watched  kabirsingh ... I just loved it  .. Kaminey was most favourite movie of   shahidkapoor  but now it's Kabir Singh    Shahid sir rockss .. and in love with  Advani_Kiara .. i wanna watch this movie again  everything is so  awesome about Kabir Singh pic.twitter.com/mt5uU6h82J
36,1.14E+18,tweet,1.56E+12,humayun83,168566207,,1.14E+18,,[],"['#KabirSingh', '#KiaraAdvani', '#JuhiChawla', '#ShahidKapoor']","['@iam_juhi', '@Advani_Kiara']",0,1,0,en,made remember  innocence vulnerability character preeti  nailed it     ,neutral,positive,She made me remember  iam_juhi with her innocence and vulnerability in the character of preeti and  Advani_Kiara just nailed it.  KabirSingh  KiaraAdvani  JuhiChawla  ShahidKapoor
37,1.14E+18,tweet,1.56E+12,humayun83,168566207,,1.14E+18,,[],['#kabirsingh'],"['@shahidkapoor', '@Advani_Kiara', '@iam_juhi']",0,2,1,en, total mass entertainer superlative performance  portraying complex character brilliantly although character general not great human   innocence remind  well too   ,positive,positive,kabirsingh A total mass entertainer with a superlative performance by  shahidkapoor portraying the complex character brilliantly although the character in general was not that of a great human.  Advani_Kiara and her innocence will remind u of  iam_juhi and she did well too...
38,1.14E+18,tweet,1.56E+12,vbhvagarwal_,159896352,,1.14E+18,,[],"['#KabirSingh', '#Bekhayali', '#LoveDiary', '#memories']",[],0,4,0,en,not goodbye hurts  flashback follow    रातें देंगी बता  नींदों में तेरी ही बात हैभूलूँ कैसे तुझे  तू तो ख्यालों में साथ है      ,neutral,neutral,"It's not the goodbye that hurts, but the flashback that follow... रातें देंगी बता, नींदों में तेरी ही बात हैभूलूँ कैसे तुझे, तू तो ख्यालों में साथ है... KabirSingh  Bekhayali  LoveDiary  memories"
39,1.14E+18,tweet,1.56E+12,rahul007sarkar,79664850,,1.14E+18,,['https://t.co/RGaTdToaCr'],['#KabirSingh'],[],0,13,1,en, rt loved not stop laughing kabir chasing maid breaking alcohol glass  ,positive,positive,KabirSingh RT if you loved and can't stop laughing when Kabir was chasing his maid for breaking his alcohol glass. pic.twitter.com/RGaTdToaCr
40,1.14E+18,tweet,1.56E+12,Jessiepinkkmann,1.11E+18,,1.14E+18,,['https://t.co/P7uW8p4dG2'],[],[],0,0,0,en,game kabir singh hearing alot  …,negative,negative,"Game over And Kabir Singh , been hearing alot .   …"
41,1.14E+18,tweet,1.56E+12,CultVarun,1.10E+18,,1.14E+18,,[],['#KabirSingh'],[],0,47,6,en,best thing  everyone different opinion  interpretation perception film this unapologetic politically incorrect art ,positive,positive,"Best thing about  KabirSingh is that everyone has a different opinion, interpretation and perception about the film.This is unapologetic and politically incorrect ART."
42,1.14E+18,tweet,1.56E+12,rishantdhiman,355413070,,1.14E+18,,[],"['#KabirSingh', '#FavouriteMovie']",['@shahidkapoor'],0,3,0,en, literally one best actors industry   reinstates fact  made cry pierced heart well brilliant performance  you industry ,positive,positive,shahidkapoor you're literally one of the best actors of our industry.  KabirSingh just reinstates that fact. You made me cry and pierced my heart as well.Brilliant performance..You own the industry  FavouriteMovie
43,1.14E+18,tweet,1.56E+12,nasirraza94,3016113996,,1.14E+18,,['https://t.co/dJdsLM9qfc'],"['#KabirSingh', '#AvengersEndgame', '#AvengersEndgame']","['@shahidkapoor', '@shahidkapoor']",1,11,3,en,  ne laga di box office mein    like craziness zamane later saw is    energy crazier than   deserves it  happy him ,positive,positive,shahidkapoor  KabirSingh ne  laga di box office mein... Aise craziness zamane baad dekha hai... The energy is crazier than  AvengersEndgame  shahidkapoor & deserves it. Happy for him.pic.twitter.com/dJdsLM9qfc
44,1.14E+18,tweet,1.56E+12,psIDontLoveU,172657843,,1.14E+18,,[],[],['@nikifyinglife'],1,12,2,en,wow    did not expect see  kabir singh   you looked awesome   if kabir would never left   congrats,positive,positive,Wow....did not expect to see  nikifyinglife in kabir Singh...you looked awesome...if I were kabir I would have never left...congrats
45,1.14E+18,tweet,1.56E+12,nasirraza94,3016113996,,1.14E+18,,['https://t.co/dJdsLM9qfc'],"['#KabirSingh', '#AvengersEndgame', '#AvengersEndgame']","['@Advani_Kiara', '@shahidkapoor']",0,4,0,en,  ne laga di box office mein    like craziness zamane later saw is    energy crazier than   deserves it  happy him ,positive,positive,Advani_Kiara  KabirSingh ne  laga di box office mein... Aise craziness zamane baad dekha hai... The energy is crazier than  AvengersEndgame  shahidkapoor & deserves it. Happy for him.pic.twitter.com/dJdsLM9qfc
46,1.14E+18,tweet,1.56E+12,Priyanka_lol,7.62E+17,,1.14E+18,,[],['#KabirSingh'],[],1,3,0,en,odd days ban porn reason rapes on even days movie no1 like real life ok,positive,negative,"On odd days""Ban Porn it's the reason for rapes""On even days KabirSingh is just a movie no1 will be like that in real life""Ok then"
47,1.14E+18,tweet,1.56E+12,priyatham_nicho,3686246354,,1.14E+18,,[],[],[],0,0,0,en,guy told kabir singh true feminist attempts beat woman not treat women differently men ,positive,neutral,And a guy told me that Kabir singh is a true feminist as he attempts to beat a woman because he doesn't treat women differently from men!
48,1.14E+18,tweet,1.56E+12,ajaymeena,28371586,,1.14E+18,,[],[],[],0,0,0,en,saw kabir singh     nice movie  liked it   even flaws  ,positive,positive,Saw Kabir Singh.... Nice movie. Liked it.. even with its flaws..
49,1.14E+18,tweet,1.56E+12,HASANAHMEDC,2392474142,,1.14E+18,,[],[],[],0,1,0,en,sir watched kabir singh awesome love not feel like remake,positive,positive,Sir just watched Kabir Singh it was awesome I love it . And it didn't feel like a remake .
50,1.14E+18,tweet,1.56E+12,bhatnagar2997,7.17E+17,,1.14E+18,,[],"['#Kaminey', '#Haider', '#UdtaPunjab', '#KabirSingh']","['@shahidkapoor', '@Advani_Kiara']",0,8,1,en,watching performance        fan     brilliant actor loved movie also   looked extremely beautiful sweet  loved watching screen,positive,positive,"After watching your performance in  Kaminey  Haider  UdtaPunjab and now  KabirSingh .. I am your FAN  shahidkapoor .. What a brilliant actor Loved the movie  Also,  Advani_Kiara you looked extremely beautiful and sweet. I loved watching you on screen"
51,1.14E+18,tweet,1.56E+12,parthparekh1803,65309195,,1.14E+18,,[],"['#KiaraAdvani', '#KabirSingh', '#KabirSingh', '#KiaraAdvani']",[],0,0,0,en,     please help ,neutral,neutral,Was  KiaraAdvani in  KabirSingh or was  KabirSingh in  KiaraAdvani ?Please help.
52,1.14E+18,tweet,1.56E+12,ruchit1343,2591045132,,1.14E+18,,[],[],[],0,2,0,en,hence name movie  kabir singh  not  preeti sikka ,neutral,neutral,"Hence the name of the movie ""Kabir Singh"" and not ""Preeti Sikka"""
53,1.14E+18,tweet,1.56E+12,rahul007sarkar,79664850,,1.14E+18,,['https://t.co/oxxgSLdZaG'],['#KabirSingh'],['@shahidkapoor'],0,4,2,en, must must watch   superb performance  kaminey  kaira advani looks great  story execution mind-blowing  every scene every dialogue every character entertaining  must watch 4 5/5 …,positive,positive,KabirSingh is a must must watch.. superb performance by  shahidkapoor again after Kaminey. Kaira Advani looks great. Story and execution is mind-blowing. Every scene Every dialogue Every character is entertaining. MUST WATCH 4.5/5  …
54,1.14E+18,tweet,1.56E+12,parthparekh1803,65309195,,1.14E+18,,[],"['#KiaraAdvani', '#KabirSingh']",[],1,1,0,en,text -smoking injurious healthat lower right corner screen has longer screen time than  ,positive,neutral,The text -Smoking is injurious to healthat the lower right corner of the screen.has longer screen time than  KiaraAdvani in  KabirSingh
55,1.14E+18,tweet,1.56E+12,ruchit1343,2591045132,,1.14E+18,,[],[],[],0,1,0,en,movies mentioned  guy not love back said lunatic kabir singh loved eachother  see difference ,positive,positive,"In all the movies you mentioned, the guy didn't LOVE BACK the said lunatic and in Kabir Singh they both loved eachother. See the difference?"
56,1.14E+18,tweet,1.56E+12,socialsnehal,3245749916,,1.14E+18,,['https://t.co/qFpKd72Yy0'],"['#IshqVishk', '#KabirSingh', '#Shanatics', '#16YearsOfIshqVishk', '#16YearsOfShahidKapoor']",['@shahidkapoor'],0,23,9,en,  you   enthralled us  evoked feelings us    we never possessed  thank always giving all   loved respected then  still always do  ,positive,positive,"From  IshqVishk to  KabirSingh,  you,  shahidkapoor , have enthralled us, evoked feelings in us,  Shanatics ,we never we possessed! Thank you for always giving it your all!! We loved & respected you then, still do & will always do! 16YearsOfIshqVishk  16YearsOfShahidKapoorpic.twitter.com/qFpKd72Yy0"
57,1.14E+18,tweet,1.56E+12,RAJPARA_HARDIk_,791126533,,1.14E+18,,[],['#KabirSingh'],"['@shahidkapoor', '@Advani_Kiara']",0,0,0,en,   great acting wonderful movie,positive,positive,KabirSingh  shahidkapoor  Advani_Kiara such a great acting by you wonderful movie
58,1.14E+18,tweet,1.56E+12,Shariq72353619,8.16E+17,,1.14E+18,,[],"['#kabirSingh', '#life']",[],0,1,0,en,everyone watched kabir singh remember university topper surgeon important thing father lots money strong professional life than get love otherwise live dream    ,positive,positive,Everyone who watched kabir singh remember he is the university topper and a surgeon and the most important thing is he's father has a lots of money if you have strong professional life than you can get your love otherwise you'll just live the dream... kabirSingh  life
59,1.14E+18,tweet,1.56E+12,hariskhan1424,7.77E+17,,1.14E+18,,['https://t.co/1hUmfnxbOB'],"['#KabirSingh', '#freetime']",['@shahidkapoor'],0,6,0,en,watched  performance  man showed class movie,neutral,positive,Just watched  KabirSingh.What a performance by  shahidkapoor This man showed his class in that movie freetimepic.twitter.com/1hUmfnxbOB
60,1.14E+18,tweet,1.56E+12,asavisingh72,849078860,,1.14E+18,,[],['#KabirSingh'],"['@shahidkapoor', '@Advani_Kiara']",0,2,1,en, enough incomplete storiesenough love not getting waythis story changed everything beautiful story amazing portrayals loved ,positive,positive,shahidkapoor Advani_Kiara I had had enough of those incomplete storiesEnough of love not getting its wayThis story changed everything Beautiful story Amazing portrayals by both of you Loved you both in  KabirSingh
61,1.14E+18,tweet,1.56E+12,zairashikari,2240414418,,1.14E+18,,['https://t.co/wqgBLdMhjG'],['#KabirSingh'],['@Su4ita'],2,3,0,en,one things wanted make sure share honest af review      know even kept questioning double standards since loved arjun reddy first place   man  no ,positive,positive,So one of the things I wanted to make sure I do is to share this honest AF review of  KabirSingh by  su4ita .. You know even I've kept questioning myself and my double standards since I loved Arjun Reddy at first place.. But Man. No.
62,1.14E+18,tweet,1.56E+12,ShivMdi,190294859,,1.14E+18,,['https://t.co/17cGllFpWw'],"['#KabirSingh', '#GameOver']",[],3,12,3,en, ,neutral,neutral,About both  KabirSingh and  GameOverpic.twitter.com/17cGllFpWw
63,1.14E+18,tweet,1.56E+12,ImSouvikGhosh,2165891041,,1.14E+18,,[],[],['@shahidkapoor'],0,1,0,en, kabir singh movie new age movie which shows life aspects two student delhi medical college  intense love two students de movie problem face time relationship ,positive,positive,shahidkapoor Kabir Singh This movie is a new age movie which shows the life aspects of two student in Delhi medical college. The intense love of two students have been depicted in this movie and the problem they face during the time of their relationship.
64,1.14E+18,tweet,1.56E+12,DesmondMiles77,265235313,,1.14E+18,,[],['#KabirSingh'],[],1,2,0,en, 3 hours garbage ,neutral,negative,KabirSingh is 3 hours of garbage.
65,1.14E+18,tweet,1.56E+12,poojashah0998,8.08E+17,,1.14E+18,,['https://t.co/coLxDGGXJp'],"['#KabirSingh', '#kabirsinghboxoffice']","['@shahidkapoor', '@Advani_Kiara']",0,26,0,en,    phenomenal work     happy watching movie    perfect according concept  story  acting    everything ,positive,positive," KabirSingh  kabirsinghboxoffice  shahidkapoor  Advani_Kiara What a phenomenal work.... I am so happy after watching this movie... Its so perfect according to concept, story, acting... Just Everything pic.twitter.com/coLxDGGXJp"
66,1.14E+18,tweet,1.56E+12,MukeshKumarDey5,1.10E+18,,1.14E+18,,[],[],['@PrimeVideoIN'],1,0,0,en,hi  not update movie list  requesting please add following 1  curse weeping woman2  jumbo3  incredibles 24  pm narendra modi5  tashkent files6  kabir singh7  soty2please update add any  ,neutral,neutral,Hi  PrimeVideoIN Why can't you update your movie list. Requesting you to please add the following:1. The curse of the weeping woman2. Jumbo3. Incredibles 24. PM Narendra Modi5. The Tashkent files6. Kabir Singh7. SOTY2PLEASE UPDATE ME IF YOU ADD ANY!!
67,1.14E+18,tweet,1.56E+12,ethics_in,1.09E+18,,1.14E+18,,[],"['#bahubali', '#kabirsingh']",[],1,4,0,en,much better than bollywood crap  bollywood jealous   go watch crappy movies like hate story fun ,negative,positive,Much better than any bollywood crap. Bollywood is now jealous of  bahubali and  kabirsingh . Go and watch crappy movies like hate story and have fun.
68,1.14E+18,tweet,1.56E+12,MouthShut_com,65849975,,1.14E+18,,['https://t.co/kP0amLfP6r'],"['#Review', '#KabirSingh']",[],0,0,0,en,5/5   shareef206  …,neutral,positive,5/5  Review on  KabirSingh by Shareef206   …
69,1.14E+18,tweet,1.56E+12,MukeshKumarDey5,1.10E+18,,1.14E+18,,[],[],['@NetflixIndia'],0,0,0,en, not update movie list  requesting please add following 1  curse weeping woman2  jumbo3  incredibles 24  pm narendra modi5  tashkent files6  kabir singh7  soty2please update add any  ,neutral,neutral,NetflixIndia Why can't you update your movie list. Requesting you to please add the following:1. The curse of the weeping woman2. Jumbo3. Incredibles 24. PM Narendra Modi5. The Tashkent files6. Kabir Singh7. SOTY2PLEASE UPDATE ME IF YOU ADD ANY!!
70,1.14E+18,tweet,1.56E+12,Gagansgoraya,7.74E+17,,1.14E+18,,[],['#kabirsingh'],['@shahidkapoor'],0,1,0,en, hands best    great acting beyond great ,positive,positive,shahidkapoor hands down the best!!  kabirsingh was great but his acting was beyond great.
71,1.14E+18,tweet,1.56E+12,ethics_in,1.09E+18,,1.14E+18,,[],"['#bahubali', '#kabirsingh']",[],0,0,0,en,much better than bollywood crap  bollywood jealous   telugu films ,negative,positive,Much better than any bollywood crap. Bollywood is now jealous of  bahubali and  kabirsingh both Telugu films.
72,1.14E+18,tweet,1.56E+12,ethics_in,1.09E+18,,1.14E+18,,[],"['#bahubali', '#kabirsingh']",[],1,10,0,en,much better than bollywood crap  bollywood jealous   telugu films ,negative,positive,Much better than any bollywood crap. Bollywood is now jealous of  bahubali and  kabirsingh both Telugu films.
